journal_name	category	citations	if_2022	jci	percentageOAGold
Obesity Research & Clinical Practice	"NUTRITION & DIETETICS - SCIE(Q2); ENDOCRINOLOGY & METABOLISM - SCIE(Q2)"	2416	5.214	0.76	1.30
Minerva Urology and Nephrology	UROLOGY & NEPHROLOGY - SCIE(Q1)	1518	5.214	N/A	0.42
Health Policy and Technology	HEALTH POLICY & SERVICES - SSCI(Q1)	1180	5.211	1.28	9.09
Journal of NeuroEngineering and Rehabilitation	"REHABILITATION - SCIE(Q1); ENGINEERING, BIOMEDICAL - SCIE(Q2); NEUROSCIENCES - SCIE(Q2)"	8225	5.208	1.28	99.58
MINERALIUM DEPOSITA	"MINERALOGY - SCIE(Q1); GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1)"	7528	5.206	1.59	15.97
HABITAT INTERNATIONAL	"DEVELOPMENT STUDIES - SSCI(Q1); URBAN STUDIES - SSCI(Q1); REGIONAL & URBAN PLANNING - SSCI(Q1); ENVIRONMENTAL STUDIES - SSCI(Q2)"	9164	5.205	1.51	9.29
POLYMER DEGRADATION AND STABILITY	POLYMER SCIENCE - SCIE(Q1)	28064	5.204	1.11	3.28
Science China-Physics Mechanics & Astronomy	PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)	4342	5.203	1.18	0.88
AQUATIC TOXICOLOGY	"TOXICOLOGY - SCIE(Q1); MARINE & FRESHWATER BIOLOGY - SCIE(Q1)"	21241	5.202	1.50	7.59
PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY	"PHARMACOLOGY & PHARMACY - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q2); PSYCHIATRY - SCIE(Q2); NEUROSCIENCES - SCIE(Q2)"	15970	5.201	1.19	8.93
ASN Neuro	NEUROSCIENCES - SCIE(Q2)	1324	5.200	0.83	96.88
Reaction Chemistry & Engineering	"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2); ENGINEERING, CHEMICAL - SCIE(Q2)"	3259	5.200	0.71	17.51
DERMATOLOGY	DERMATOLOGY - SCIE(Q1)	6911	5.197	1.34	14.46
EUROPEAN JOURNAL OF PHARMACOLOGY	PHARMACOLOGY & PHARMACY - SCIE(Q2)	43213	5.195	1.25	6.03
JOURNAL OF ETHNOPHARMACOLOGY	"INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q1); PLANT SCIENCES - SCIE(Q1); CHEMISTRY, MEDICINAL - SCIE(Q2); PHARMACOLOGY & PHARMACY - SCIE(Q2)"	53915	5.195	1.44	5.42
IEEE TRANSACTIONS ON BROADCASTING	"TELECOMMUNICATIONS - SCIE(Q1); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)"	2971	5.194	1.28	0.00
Petroleum Exploration and Development	"ENGINEERING, PETROLEUM - SCIE(Q1); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1); ENERGY & FUELS - SCIE(Q2)"	6522	5.194	1.02	99.45
ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH	ENVIRONMENTAL SCIENCES - SCIE(Q2)	110000	5.190	0.81	4.86
Phytobiomes Journal	"PLANT SCIENCES - SCIE(Q1); MICROBIOLOGY - SCIE(Q2)"	678	5.190	1.05	99.04
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM	"NEUROSCIENCES - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q2)"	2488	5.188	0.86	15.49
ACCOUNTING REVIEW	BUSINESS, FINANCE - SSCI(Q1)	18165	5.182	1.78	0.00
HELICOBACTER	"GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q2); MICROBIOLOGY - SCIE(Q2)"	4147	5.182	0.92	7.17
Advances in Ecological Research	ECOLOGY - SCIE(Q1)	2777	5.182	0.72	0.00
INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW	"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); THERMODYNAMICS - SCIE(Q1); MECHANICS - SCIE(Q1)"	5546	5.181	1.38	0.52
EUROPEAN JOURNAL OF MARKETING	BUSINESS - SSCI(Q2)	10577	5.181	0.90	3.46
JOURNAL OF HEALTH AND SOCIAL BEHAVIOR	"PSYCHOLOGY, SOCIAL - SSCI(Q1); SOCIOLOGY - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q1)"	12917	5.179	1.65	3.92
ARTHRITIS CARE & RESEARCH	RHEUMATOLOGY - SCIE(Q2)	21638	5.178	1.30	13.53
JOURNAL OF MACHINE LEARNING RESEARCH	"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2); AUTOMATION & CONTROL SYSTEMS - SCIE(Q2)"	47705	5.177	0.92	0.00
Cambridge Journal of Regions Economy and Society	"DEVELOPMENT STUDIES - SSCI(Q1); ECONOMICS - SSCI(Q1); GEOGRAPHY - SSCI(Q1)"	2356	5.176	2.40	19.23
BONE MARROW TRANSPLANTATION	"HEMATOLOGY - SCIE(Q2); IMMUNOLOGY - SCIE(Q2); ONCOLOGY - SCIE(Q2); TRANSPLANTATION - SCIE(Q2)"	16828	5.174	0.95	12.57
CLIMATIC CHANGE	"METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q2)"	27684	5.174	1.01	32.67
CELL CYCLE	CELL BIOLOGY - SCIE(Q2)	21578	5.173	0.62	11.55
PLASTIC AND RECONSTRUCTIVE SURGERY	SURGERY - SCIE(Q1)	47801	5.169	1.60	1.66
Biology-Basel	BIOLOGY - SCIE(Q1)	6091	5.168	0.92	92.76
COMPUTERS & GEOSCIENCES	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q2)"	15723	5.168	1.01	9.26
CHEMICO-BIOLOGICAL INTERACTIONS	"TOXICOLOGY - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)"	17307	5.168	1.17	6.02
JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING	"ENGINEERING, PETROLEUM - SCIE(Q1); ENERGY & FUELS - SCIE(Q2)"	35523	5.168	1.21	3.25
Korean Journal of Anesthesiology	ANESTHESIOLOGY - SCIE(Q2)	2724	5.167	1.29	100.00
INTERNATIONAL ENDODONTIC JOURNAL	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1)	11221	5.165	1.76	8.32
BJPsych Open	"PSYCHIATRY - SCIE(Q2); PSYCHIATRY - SSCI(Q2)"	2221	5.165	0.91	100.00
DIGESTIVE AND LIVER DISEASE	GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q2)	9488	5.165	0.83	5.90
Tobacco Induced Diseases	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); SUBSTANCE ABUSE - SSCI(Q1); SUBSTANCE ABUSE - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)"	1648	5.163	0.61	100.00
Current Osteoporosis Reports	ENDOCRINOLOGY & METABOLISM - SCIE(Q2)	3590	5.163	0.61	20.59
COMPUTERS & OPERATIONS RESEARCH	"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q1); ENGINEERING, INDUSTRIAL - SCIE(Q2); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q2)"	18486	5.159	0.99	6.12
Cold Spring Harbor Perspectives in Medicine	MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2)	13051	5.159	1.79	0.00
Therapeutic Advances in Respiratory Disease	RESPIRATORY SYSTEM - SCIE(Q2)	1734	5.158	0.90	98.40
JOURNAL OF RURAL STUDIES	"REGIONAL & URBAN PLANNING - SSCI(Q1); GEOGRAPHY - SSCI(Q1)"	10900	5.157	1.40	20.57
Engineering Science and Technology-An International Journal-JESTECH	ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)	5006	5.155	1.61	99.48
ORGANIZATION SCIENCE	MANAGEMENT - SSCI(Q2)	26689	5.152	1.21	0.00
Frontiers in Neuroscience	NEUROSCIENCES - SCIE(Q2)	38212	5.152	0.87	99.46
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE	"GEOGRAPHY, PHYSICAL - SCIE(Q1); GEOGRAPHY - SSCI(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q1)"	8741	5.152	1.37	11.94
LGBT Health	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)"	2171	5.150	1.32	2.37
JOURNAL OF URBAN TECHNOLOGY	URBAN STUDIES - SSCI(Q1)	1735	5.150	1.53	13.75
JOURNAL OF INFORMATION TECHNOLOGY	"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2); MANAGEMENT - SSCI(Q2)"	2497	5.150	1.50	24.62
Journal of Virus Eradication	"IMMUNOLOGY - SCIE(Q2); VIROLOGY - SCIE(Q2); INFECTIOUS DISEASES - SCIE(Q2)"	718	5.148	0.60	41.10
ENVIRONMENTAL POLITICS	"POLITICAL SCIENCE - SSCI(Q1); ENVIRONMENTAL STUDIES - SSCI(Q2)"	4080	5.147	1.78	29.46
Cancer & Metabolism	"CELL BIOLOGY - SCIE(Q2); ONCOLOGY - SCIE(Q2)"	1394	5.146	0.86	100.00
Evolution Medicine and Public Health	"EVOLUTIONARY BIOLOGY - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)"	831	5.143	0.89	97.53
Frontiers of Physics	PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)	2428	5.142	0.72	0.48
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY	CHEMISTRY, PHYSICAL - SCIE(Q2)	22271	5.141	0.66	1.32
JOURNAL OF GENERAL VIROLOGY	"VIROLOGY - SCIE(Q2); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2)"	22967	5.141	0.79	15.21
MOLECULAR CARCINOGENESIS	"ONCOLOGY - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)"	7727	5.139	0.94	8.79
Journal of Contextual Behavioral Science	PSYCHOLOGY, CLINICAL - SSCI(Q1)	2153	5.138	1.18	5.62
GLOBAL CHALLENGES	MULTIDISCIPLINARY SCIENCES - SCIE(Q1)	1876	5.135	0.72	95.43
AQUACULTURE	"MARINE & FRESHWATER BIOLOGY - SCIE(Q1); FISHERIES - SCIE(Q1)"	59349	5.135	1.63	5.60
NEUROENDOCRINOLOGY	"NEUROSCIENCES - SCIE(Q2); ENDOCRINOLOGY & METABOLISM - SCIE(Q2)"	6460	5.135	1.09	14.72
NEUROBIOLOGY OF AGING	"GERIATRICS & GERONTOLOGY - SCIE(Q2); NEUROSCIENCES - SCIE(Q2)"	29380	5.133	1.19	17.99
Stem Cells International	CELL & TISSUE ENGINEERING - SCIE(Q2)	11183	5.131	0.82	99.48
MEASUREMENT	"INSTRUMENTS & INSTRUMENTATION - SCIE(Q1); ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)"	31214	5.131	1.53	4.10
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY	"PHYSIOLOGY - SCIE(Q1); CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2); PERIPHERAL VASCULAR DISEASE - SCIE(Q2)"	32718	5.125	1.15	3.27
Expert Review of Clinical Immunology	IMMUNOLOGY - SCIE(Q2)	4181	5.124	0.51	7.17
Fermentation-Basel	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2)	2420	5.123	0.80	91.00
DYES AND PIGMENTS	"CHEMISTRY, APPLIED - SCIE(Q1); MATERIALS SCIENCE, TEXTILES - SCIE(Q1); ENGINEERING, CHEMICAL - SCIE(Q2)"	27171	5.122	1.24	1.22
HUMAN MOLECULAR GENETICS	"GENETICS & HEREDITY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)"	47419	5.121	1.12	32.54
MedChemComm	"BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2); CHEMISTRY, MEDICINAL - SCIE(Q2)"	5715	5.121	0.77	10.61
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN	CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2)	12849	5.121	0.52	0.29
POLICY SCIENCES	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q1); PUBLIC ADMINISTRATION - SSCI(Q1)"	3275	5.121	1.86	42.11
JOURNAL OF MAGNETIC RESONANCE IMAGING	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)	22205	5.119	1.21	15.59
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY	"MANAGEMENT - SSCI(Q2); PSYCHOLOGY, APPLIED - SSCI(Q2)"	6856	5.119	1.21	27.27
PSYCHOLOGY OF SPORT AND EXERCISE	"SPORT SCIENCES - SCIE(Q1); PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, APPLIED - SSCI(Q2); HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q2)"	8959	5.118	1.32	7.29
JOURNAL OF ECONOMIC GEOGRAPHY	"ECONOMICS - SSCI(Q1); GEOGRAPHY - SSCI(Q1)"	4991	5.117	1.69	20.27
EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES	PHARMACOLOGY & PHARMACY - SCIE(Q2)	19713	5.112	1.34	10.81
International Journal of Accounting Information Systems	"BUSINESS, FINANCE - SSCI(Q1); BUSINESS - SSCI(Q2); MANAGEMENT - SSCI(Q2)"	1147	5.111	1.33	9.43
MATURITAS	"OBSTETRICS & GYNECOLOGY - SCIE(Q1); GERIATRICS & GERONTOLOGY - SCIE(Q2)"	10776	5.110	1.29	7.16
JOURNAL OF CORPORATE FINANCE	BUSINESS, FINANCE - SSCI(Q1)	12375	5.107	1.83	6.08
Neonatology	PEDIATRICS - SCIE(Q1)	4366	5.106	1.61	21.78
COMPUTERS & SECURITY	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q2)	8076	5.105	1.39	7.06
FOOD AND BIOPRODUCTS PROCESSING	"FOOD SCIENCE & TECHNOLOGY - SCIE(Q2); ENGINEERING, CHEMICAL - SCIE(Q2); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2)"	7341	5.105	1.05	3.68
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES	"MICROBIOLOGY - SCIE(Q2); INFECTIOUS DISEASES - SCIE(Q2)"	13293	5.103	0.74	21.17
ANNALS OF THORACIC SURGERY	"SURGERY - SCIE(Q1); RESPIRATORY SYSTEM - SCIE(Q2); CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2)"	45127	5.102	1.27	0.78
NEURAL COMPUTING & APPLICATIONS	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2)	23402	5.102	1.07	6.25
VALUE IN HEALTH	"HEALTH CARE SCIENCES & SERVICES - SCIE(Q1); ECONOMICS - SSCI(Q1); HEALTH POLICY & SERVICES - SSCI(Q1)"	14012	5.101	1.45	30.00
Journal of Evidence-Based Dental Practice	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1)	1018	5.100	1.19	8.33
International Journal of Mental Health Nursing	"NURSING - SSCI(Q1); NURSING - SCIE(Q1); PSYCHIATRY - SCIE(Q2); PSYCHIATRY - SSCI(Q2)"	3688	5.100	1.27	13.51
International Journal of Public Health	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)"	5371	5.100	0.94	42.74
GENETICS SELECTION EVOLUTION	"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q1); GENETICS & HEREDITY - SCIE(Q1)"	4796	5.100	1.61	100.00
AMERICAN HEART JOURNAL	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2)	22884	5.099	1.10	14.68
Journal of Insects as Food and Feed	"ENTOMOLOGY - SCIE(Q1); FOOD SCIENCE & TECHNOLOGY - SCIE(Q2)"	1369	5.099	1.33	0.00
Allergy Asthma & Immunology Research	"IMMUNOLOGY - SCIE(Q2); ALLERGY - SCIE(Q3)"	2498	5.096	0.87	88.89
INFLAMMOPHARMACOLOGY	"TOXICOLOGY - SCIE(Q1); IMMUNOLOGY - SCIE(Q2)"	3755	5.093	0.98	5.49
Biogeosciences	"ECOLOGY - SCIE(Q1); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)"	25349	5.092	1.18	99.05
Physics of the Dark Universe	ASTRONOMY & ASTROPHYSICS - SCIE(Q2)	2900	5.090	1.08	4.59
Molecular Catalysis	CHEMISTRY, PHYSICAL - SCIE(Q2)	7835	5.089	0.68	2.25
JOURNAL OF COUNSELING PSYCHOLOGY	"PSYCHOLOGY, EDUCATIONAL - SSCI(Q1); PSYCHOLOGY, APPLIED - SSCI(Q2)"	13343	5.088	1.65	0.00
Breast Cancer-Targets and Therapy	ONCOLOGY - SCIE(Q2)	1110	5.088	0.59	95.50
ECONOMIC GEOLOGY	"GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1); MINERALOGY - SCIE(Q1)"	16636	5.086	1.57	12.17
Criminology & Public Policy	CRIMINOLOGY & PENOLOGY - SSCI(Q1)	2214	5.085	1.95	5.88
International Journal of Bank Marketing	BUSINESS - SSCI(Q2)	4189	5.083	1.00	2.85
PHYSIOLOGIA PLANTARUM	PLANT SCIENCES - SCIE(Q1)	20427	5.081	1.42	10.59
CURRENT TREATMENT OPTIONS IN ONCOLOGY	ONCOLOGY - SCIE(Q2)	2884	5.080	0.61	8.31
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY	"PHYSIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)"	2605	5.080	0.91	6.15
INTERNATIONAL REVIEWS OF IMMUNOLOGY	IMMUNOLOGY - SCIE(Q2)	2238	5.078	0.51	3.64
JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY	"PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q1)"	8215	5.077	1.51	4.67
Biomedical Signal Processing and Control	ENGINEERING, BIOMEDICAL - SCIE(Q2)	9966	5.076	1.08	5.37
Toxins	"TOXICOLOGY - SCIE(Q1); FOOD SCIENCE & TECHNOLOGY - SCIE(Q2)"	20081	5.075	0.96	95.03
INTERNATIONAL IMMUNOLOGY	IMMUNOLOGY - SCIE(Q2)	7976	5.071	0.73	19.57
OSTEOPOROSIS INTERNATIONAL	ENDOCRINOLOGY & METABOLISM - SCIE(Q2)	22405	5.071	0.92	22.68
Wiley Interdisciplinary Reviews-Cognitive Science	PSYCHOLOGY, EXPERIMENTAL - SSCI(Q1)	2215	5.071	0.80	19.54
MICROBIOLOGICAL RESEARCH	MICROBIOLOGY - SCIE(Q2)	9130	5.070	1.04	4.09
MOLECULAR AND CELLULAR BIOLOGY	"BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2); CELL BIOLOGY - SCIE(Q2)"	58345	5.069	0.70	13.72
Journal of Clinical and Translational Hepatology	GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q2)	1712	5.065	0.81	99.20
Skeletal Muscle	CELL BIOLOGY - SCIE(Q2)	1816	5.063	0.64	100.00
JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY	PHARMACOLOGY & PHARMACY - SCIE(Q2)	10771	5.062	1.24	1.74
Structural Change and Economic Dynamics	ECONOMICS - SSCI(Q1)	2788	5.059	1.72	4.34
Review of Finance	"BUSINESS, FINANCE - SSCI(Q1); ECONOMICS - SSCI(Q1)"	3706	5.059	1.49	6.30
JOURNAL OF PUBLIC HEALTH	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)"	6362	5.058	0.95	17.12
Frontiers in Medicine	MEDICINE, GENERAL & INTERNAL - SCIE(Q2)	12813	5.058	0.81	98.80
CLINICAL AND EXPERIMENTAL MEDICINE	MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2)	2207	5.057	0.88	13.87
Business Ethics-A European Review	"ETHICS - SSCI(Q1); BUSINESS - SSCI(Q2)"	2360	5.056	1.44	8.99
BMJ Open Respiratory Research	RESPIRATORY SYSTEM - SCIE(Q2)	1847	5.054	0.96	98.82
Information Communication & Society	"COMMUNICATION - SSCI(Q1); SOCIOLOGY - SSCI(Q1)"	7441	5.054	2.39	20.27
Adolescent Research Review	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q1); PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q1)"	611	5.052	1.02	15.73
ENDOCRINOLOGY	ENDOCRINOLOGY & METABOLISM - SCIE(Q2)	47257	5.051	0.99	16.90
Beneficial Microbes	"MICROBIOLOGY - SCIE(Q2); NUTRITION & DIETETICS - SCIE(Q2)"	3044	5.050	0.87	0.53
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA	"CHEMISTRY, PHYSICAL - SCIE(Q2); PHYSICS, MULTIDISCIPLINARY - SCIE(Q2); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2)"	8886	5.048	0.67	14.29
COMPUTER COMMUNICATIONS	"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); TELECOMMUNICATIONS - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q2)"	8637	5.047	1.26	2.52
Bioengineering-Basel	ENGINEERING, BIOMEDICAL - SCIE(Q2)	2888	5.046	0.72	95.36
LANDSCAPE ECOLOGY	"GEOGRAPHY, PHYSICAL - SCIE(Q1); ECOLOGY - SCIE(Q1); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)"	13472	5.043	1.09	25.54
Journal of Neural Engineering	"NEUROSCIENCES - SCIE(Q2); ENGINEERING, BIOMEDICAL - SCIE(Q2)"	11475	5.043	1.11	17.98
Geographical Research	GEOGRAPHY - SSCI(Q1)	2399	5.043	0.75	7.27
BMB Reports	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)	4546	5.041	0.61	100.00
ANNALS OF BOTANY	PLANT SCIENCES - SCIE(Q1)	28256	5.040	1.24	17.78
STANFORD LAW REVIEW	LAW - SSCI(Q1)	4674	5.040	4.41	0.00
Cancer Research and Treatment	ONCOLOGY - SCIE(Q2)	4216	5.036	1.00	96.73
Insights into Imaging	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)	4200	5.036	1.04	98.86
IEEE Transactions on Network Science and Engineering	"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)"	2732	5.033	1.93	6.11
Telemedicine and e-Health	HEALTH CARE SCIENCES & SERVICES - SCIE(Q1)	7982	5.033	1.45	6.33
mSphere	MICROBIOLOGY - SCIE(Q2)	7516	5.029	0.97	87.88
Geochemical Perspectives Letters	GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1)	1005	5.028	1.48	98.15
REVIEWS ON ADVANCED MATERIALS SCIENCE	"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q3)"	2179	5.028	0.36	95.14
CLINICAL ORAL IMPLANTS RESEARCH	"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1); ENGINEERING, BIOMEDICAL - SCIE(Q2)"	16138	5.021	1.49	23.29
JPAD-Journal of Prevention of Alzheimers Disease	CLINICAL NEUROLOGY - SCIE(Q2)	873	5.020	1.07	30.32
CHEMISTRY-A EUROPEAN JOURNAL	CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2)	113811	5.020	0.77	24.99
APPLIED INTELLIGENCE	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2)	8493	5.019	0.93	5.08
LIMNOLOGY AND OCEANOGRAPHY	"LIMNOLOGY - SCIE(Q1); OCEANOGRAPHY - SCIE(Q1)"	34985	5.019	1.47	49.24
MOLECULAR PHYLOGENETICS AND EVOLUTION	"GENETICS & HEREDITY - SCIE(Q1); EVOLUTIONARY BIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)"	24132	5.019	1.06	11.00
Health Information Science and Systems	MEDICAL INFORMATICS - SCIE(Q2)	763	5.017	1.08	18.95
APPETITE	"BEHAVIORAL SCIENCES - SCIE(Q1); NUTRITION & DIETETICS - SCIE(Q2)"	29122	5.016	1.19	13.36
JOURNAL OF DRUG TARGETING	PHARMACOLOGY & PHARMACY - SCIE(Q2)	5583	5.016	0.99	3.38
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH	"CELL BIOLOGY - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)"	21914	5.011	0.70	13.99
JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY	"ENDOCRINOLOGY & METABOLISM - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)"	13841	5.011	0.90	9.44
APPLIED SPECTROSCOPY REVIEWS	"INSTRUMENTS & INSTRUMENTATION - SCIE(Q1); SPECTROSCOPY - SCIE(Q1)"	3151	5.010	0.73	4.29
JOURNAL OF CRIMINAL JUSTICE	CRIMINOLOGY & PENOLOGY - SSCI(Q1)	5291	5.009	1.93	6.35
IEEE Transactions on Intelligent Vehicles	"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q2); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2)"	1666	5.009	1.09	3.89
LEISURE SCIENCES	"SOCIOLOGY - SSCI(Q1); HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q2)"	3703	5.008	0.93	6.01
MACROMOLECULAR RAPID COMMUNICATIONS	POLYMER SCIENCE - SCIE(Q1)	16314	5.006	0.93	14.38
Frontiers in Sustainable Food Systems	FOOD SCIENCE & TECHNOLOGY - SCIE(Q2)	2897	5.005	0.81	99.21
APPLIED AND ENVIRONMENTAL MICROBIOLOGY	"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2); MICROBIOLOGY - SCIE(Q2)"	121774	5.005	1.02	18.02
DRUG DEVELOPMENT RESEARCH	"CHEMISTRY, MEDICINAL - SCIE(Q2); PHARMACOLOGY & PHARMACY - SCIE(Q2)"	2964	5.004	1.06	2.23
Advanced Therapeutics	PHARMACOLOGY & PHARMACY - SCIE(Q2)	1966	5.003	1.21	17.49
BIOSYSTEMS ENGINEERING	"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q1); AGRICULTURAL ENGINEERING - SCIE(Q2)"	11611	5.002	1.30	8.54
